CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn,preds
649,France,Female,31,2,0.0,2,1,0,15200.61,0,"[0.851537597052051, 0.14846240294794896]"
637,France,Female,38,3,104339.56,1,0,0,119882.86,0,"[0.7629074922207157, 0.23709250777928428]"
540,Germany,Male,44,3,164113.04,2,1,1,12120.79,0,"[0.553223412992986, 0.4467765870070139]"
850,France,Female,46,3,0.0,2,1,1,187980.21,0,"[0.9085049580060388, 0.09149504199396123]"
466,France,Male,26,9,105522.06,1,1,0,10842.46,0,"[0.7729697033444118, 0.2270302966555882]"
533,Spain,Female,52,7,0.0,1,0,1,194113.99,1,"[0.693733193289361, 0.306266806710639]"
587,France,Male,39,10,0.0,2,1,1,170409.45,0,"[0.8682507860848626, 0.1317492139151374]"
632,France,Female,27,3,107375.82,1,1,1,62703.38,0,"[0.8330167414991718, 0.1669832585008282]"
637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1,"[0.6633136301350305, 0.33668636986496947]"
649,Germany,Female,41,4,115897.73,1,1,0,143544.48,0,"[0.7489987777265683, 0.25100122227343163]"
611,France,Female,49,2,88915.37,3,0,0,161435.02,1,"[0.6592818871597704, 0.34071811284022957]"
510,France,Male,32,9,103324.78,1,1,1,46127.7,0,"[0.7780819389256346, 0.2219180610743654]"
841,Germany,Female,33,7,154969.79,2,1,1,99505.75,0,"[0.9138089304487823, 0.08619106955121773]"
670,France,Female,38,4,119624.54,2,1,1,110472.12,0,"[0.8007411740150122, 0.1992588259849878]"
466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1,"[0.40704078032547564, 0.5929592196745244]"
564,Spain,Female,24,6,149592.14,1,1,1,153771.8,0,"[0.8258148378366265, 0.17418516216337357]"
637,Spain,Female,54,5,0.0,1,0,1,150836.98,0,"[0.7352723074894297, 0.26472769251057027]"
688,France,Male,29,1,0.0,2,1,0,154695.57,0,"[0.8970057223035799, 0.10299427769642017]"
812,France,Male,34,5,103818.43,1,1,1,166038.27,0,"[0.9175801850104935, 0.08241981498950643]"
498,Germany,Male,35,2,121968.11,2,0,1,188343.05,0,"[0.6697719838516836, 0.3302280161483165]"
592,France,Male,42,1,147249.29,2,1,1,63023.02,0,"[0.642453406854059, 0.35754659314594095]"
484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0,"[0.6573063808606838, 0.3426936191393162]"
667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0,"[0.7609023971640863, 0.23909760283591375]"
690,France,Female,42,3,92578.14,2,0,0,70810.6,0,"[0.7749601894541678, 0.22503981054583216]"
627,France,Male,32,10,0.0,2,1,0,103287.62,0,"[0.904182969132348, 0.09581703086765203]"
530,Spain,Female,22,7,0.0,2,1,0,104170.48,0,"[0.8806991959589129, 0.11930080404108713]"
594,France,Male,50,7,81310.34,1,1,1,183868.01,0,"[0.7228767799706889, 0.2771232200293111]"
791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1,"[0.9086157016735116, 0.09138429832648841]"
742,France,Female,35,2,79126.17,1,1,1,126997.53,0,"[0.8654820547983854, 0.1345179452016146]"
450,Spain,Female,34,2,0.0,2,1,0,175480.93,0,"[0.7106245996462524, 0.28937540035374765]"
661,France,Male,41,5,0.0,1,0,1,88279.6,0,"[0.8450127112849964, 0.15498728871500353]"
550,France,Female,46,7,0.0,2,1,0,130590.35,0,"[0.747655343980929, 0.252344656019071]"
756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,"[0.6497387591163496, 0.3502612408836504]"
758,France,Female,33,7,0.0,2,0,0,82996.47,0,"[0.9253259056618499, 0.07467409433815007]"
646,France,Male,30,7,0.0,2,1,0,153566.97,0,"[0.9084397995740723, 0.09156020042592777]"
828,Spain,Male,42,10,0.0,1,1,1,186071.14,0,"[0.94290551650041, 0.05709448349959002]"
549,Germany,Female,45,3,143734.01,2,1,1,96404.38,0,"[0.5813909402258612, 0.41860905977413876]"
623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0,"[0.8001450423165062, 0.19985495768349382]"
703,France,Male,43,8,0.0,2,1,0,9704.66,0,"[0.8664730506032478, 0.13352694939675228]"
825,France,Male,40,6,132308.22,1,0,0,117122.5,0,"[0.8859983193517547, 0.11400168064824534]"
724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0,"[0.7295624474233356, 0.27043755257666435]"
611,Spain,Female,37,4,0.0,2,1,0,125696.26,0,"[0.8244132914432729, 0.17558670855672703]"
638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,"[0.7620972064088474, 0.2379027935911526]"
680,France,Female,30,8,141441.75,1,1,1,16278.97,0,"[0.8601788851696341, 0.1398211148303658]"
606,Spain,Male,33,8,0.0,2,1,1,63176.77,0,"[0.8773340397820368, 0.12266596021796314]"
670,France,Female,33,7,0.0,2,1,1,88187.81,0,"[0.8991386329177541, 0.10086136708224593]"
529,France,Female,31,7,0.0,2,1,1,175697.87,0,"[0.8519651531482999, 0.14803484685170012]"
850,Germany,Male,41,8,60880.68,1,1,0,31825.84,0,"[0.9126194490430353, 0.08738055095696479]"
607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0,"[0.7606094227409378, 0.23939057725906218]"
640,France,Male,40,8,110340.68,1,1,1,157886.6,0,"[0.821908346843764, 0.17809165315623599]"
609,France,Male,32,7,71872.19,1,1,1,151924.9,0,"[0.8593938006290122, 0.14060619937098787]"
405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0,"[0.6185196563562285, 0.3814803436437714]"
711,France,Male,38,4,123345.85,1,1,0,141827.83,0,"[0.8291622218649919, 0.17083777813500817]"
581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0,"[0.7561271069261217, 0.2438728930738783]"
698,France,Male,57,6,136325.48,2,1,1,72549.27,1,"[0.6797971692835504, 0.3202028307164496]"
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,"[0.8704299735431275, 0.12957002645687254]"
638,France,Male,46,9,139859.54,1,1,0,38967.29,0,"[0.7362764734861176, 0.2637235265138825]"
535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0,"[0.7694253323334495, 0.23057466766655058]"
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,"[0.6998104691501519, 0.3001895308498481]"
596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,"[0.778237999822635, 0.221762000177365]"
540,France,Male,48,2,109349.29,1,1,0,88703.04,1,"[0.5611058681589203, 0.43889413184107967]"
674,France,Male,36,2,154525.7,1,0,1,27468.72,0,"[0.7639440489282512, 0.23605595107174887]"
683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0,"[0.7698567455929423, 0.23014325440705774]"
735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0,"[0.8242815204852195, 0.17571847951478045]"
740,France,Female,37,5,0.0,2,1,1,27528.4,0,"[0.8939764228118334, 0.10602357718816663]"
617,Spain,Male,38,7,0.0,1,1,1,27239.28,0,"[0.84175805100266, 0.15824194899733998]"
643,Germany,Male,25,4,115142.9,1,1,1,148098.95,0,"[0.867089010866153, 0.13291098913384702]"
663,France,Male,35,9,0.0,2,1,1,195580.28,0,"[0.9144061754118894, 0.08559382458811057]"
784,Spain,Male,33,10,0.0,2,1,0,162022.47,0,"[0.950290291944, 0.04970970805599995]"
567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0,"[0.6168295455555138, 0.38317045444448616]"
663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1,"[0.8427792524663112, 0.15722074753368873]"
749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,"[0.8100318677288321, 0.189968132271168]"
586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0,"[0.7218916875381304, 0.2781083124618696]"
807,France,Male,42,7,118274.71,1,1,1,25885.72,0,"[0.8745676711884749, 0.12543232881152513]"
635,Spain,Male,24,4,0.0,2,1,1,70668.77,0,"[0.905350489314226, 0.09464951068577396]"
630,France,Female,40,0,118633.08,1,0,1,60032.46,1,"[0.688835518723834, 0.31116448127616597]"
712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,"[0.8665071761934998, 0.13349282380650015]"
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0,"[0.6523734834330011, 0.347626516566999]"
457,France,Male,40,10,134320.23,2,1,0,150757.35,0,"[0.6721643109596163, 0.3278356890403838]"
738,France,Male,49,6,106770.82,1,1,0,123499.27,0,"[0.7983067322546964, 0.20169326774530363]"
615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,"[0.710156978673876, 0.2898430213261241]"
695,Spain,Male,32,9,0.0,3,0,1,38533.79,0,"[0.9207683286962344, 0.07923167130376563]"
651,France,Female,39,8,0.0,1,1,0,137452.57,0,"[0.8685516892664662, 0.1314483107335338]"
800,France,Female,49,7,108007.36,1,0,0,47125.11,0,"[0.8257770189196678, 0.17422298108033213]"
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,"[0.6573039100560998, 0.3426960899439002]"
711,France,Female,34,6,0.0,2,1,1,175310.38,0,"[0.9143994213590314, 0.0856005786409686]"
808,Spain,Male,25,7,0.0,2,0,1,23180.37,0,"[0.9569306909831267, 0.04306930901687329]"
680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1,"[0.7621345902516414, 0.23786540974835862]"
555,France,Male,37,9,124969.13,1,1,0,60194.05,0,"[0.7556418904476575, 0.24435810955234252]"
796,Germany,Female,40,1,99745.95,1,1,0,177524.19,0,"[0.8465426899782584, 0.15345731002174162]"
731,France,Male,19,6,0.0,2,1,1,151581.79,0,"[0.9585047268057061, 0.041495273194293955]"
615,France,Male,35,7,0.0,2,1,0,150784.29,0,"[0.8737144365726397, 0.12628556342736025]"
663,France,Male,46,3,0.0,2,0,1,176276.1,0,"[0.8163234727832489, 0.18367652721675112]"
735,France,Male,41,7,179904.0,1,1,1,137180.95,0,"[0.8289571236343055, 0.17104287636569446]"
577,France,Female,32,1,0.0,2,1,0,9902.39,0,"[0.7884217871552316, 0.21157821284476844]"
667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,"[0.8129186950044802, 0.18708130499551978]"
792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0,"[0.8710346439091579, 0.12896535609084211]"
809,Spain,Female,33,3,0.0,2,0,1,141426.78,0,"[0.9308289327965819, 0.06917106720341812]"
569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0,"[0.681028207669468, 0.31897179233053197]"
561,France,Male,56,7,152759.0,2,1,0,133167.11,1,"[0.553040570966497, 0.4469594290335031]"
624,France,Male,44,3,0.0,2,1,0,88407.51,0,"[0.7798400990352327, 0.22015990096476737]"
716,France,Female,23,2,94464.81,2,0,1,185900.88,0,"[0.908911415267413, 0.09108858473258695]"
635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0,"[0.7178278958353708, 0.28217210416462923]"
539,France,Male,20,0,83459.86,1,1,1,146752.67,0,"[0.8255285233204073, 0.1744714766795927]"
506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0,"[0.513075647200111, 0.48692435279988894]"
850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0,"[0.8890482599532566, 0.1109517400467434]"
591,Spain,Male,31,8,0.0,1,1,1,141677.33,0,"[0.8866910112407853, 0.11330898875921473]"
648,France,Male,38,10,82697.28,1,1,0,74846.67,0,"[0.8489541865232397, 0.15104581347676033]"
724,Germany,Male,33,4,88046.88,1,0,1,186942.49,1,"[0.882623923369583, 0.11737607663041709]"
492,France,Male,35,4,141359.37,2,1,0,39519.53,0,"[0.6398536150766934, 0.36014638492330664]"
520,France,Male,30,3,143396.54,2,1,1,898.51,0,"[0.7011093751923378, 0.2988906248076622]"
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,"[0.7473372899850043, 0.25266271001499574]"
678,Germany,Male,55,4,129646.91,1,1,1,184125.1,1,"[0.6698957977288114, 0.3301042022711887]"
700,France,Female,36,4,0.0,2,1,0,130789.15,0,"[0.8820130791082164, 0.11798692089178364]"
644,France,Female,24,8,92760.55,1,1,0,35896.75,0,"[0.8876882165923871, 0.11231178340761294]"
584,France,Male,38,1,115341.55,1,0,1,173632.92,0,"[0.7182304834838201, 0.2817695165161799]"
732,France,Male,41,8,0.0,2,1,1,170886.17,0,"[0.910814606111821, 0.08918539388817902]"
685,France,Male,30,2,0.0,2,1,1,140889.32,0,"[0.9001080967381171, 0.09989190326188292]"
750,Spain,Female,36,6,0.0,2,1,1,59816.41,0,"[0.9088816734660733, 0.0911183265339267]"
477,France,Female,30,6,131286.46,1,1,0,194144.45,0,"[0.7289996538413552, 0.27100034615864477]"
797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0,"[0.8497638035301558, 0.15023619646984426]"
570,France,Female,30,10,176173.52,1,1,0,97045.32,1,"[0.7978435551530729, 0.20215644484692705]"
688,France,Female,51,5,0.0,1,1,0,91624.11,1,"[0.7844697006138802, 0.21553029938611976]"
768,France,Male,42,5,0.0,3,0,0,60686.4,0,"[0.8904967606845678, 0.10950323931543218]"
774,France,Male,40,9,93017.47,2,1,0,191608.97,0,"[0.9058345049515859, 0.0941654950484141]"
641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0,"[0.7850463275317594, 0.21495367246824057]"
537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1,"[0.5770796920851908, 0.42292030791480917]"
634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,"[0.6927609622557007, 0.30723903774429934]"
639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0,"[0.7749559234379518, 0.2250440765620482]"
658,France,Female,31,7,123974.96,1,1,0,102153.75,0,"[0.8494345536215224, 0.1505654463784776]"
711,Spain,Female,28,5,0.0,2,1,1,93959.96,0,"[0.9210464591990783, 0.07895354080092168]"
727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1,"[0.8745342400015677, 0.1254657599984324]"
624,France,Female,23,5,0.0,2,0,0,132418.59,0,"[0.9085079838388136, 0.09149201616118637]"
728,France,Male,33,8,129907.63,1,0,1,36083.96,0,"[0.8814461899464835, 0.11855381005351652]"
688,France,Male,20,8,137624.4,2,1,1,197582.79,0,"[0.9304276496602119, 0.0695723503397881]"
567,France,Male,39,5,0.0,2,0,0,168521.72,0,"[0.8077477839289986, 0.1922522160710014]"
723,Spain,Male,30,1,0.0,3,1,0,164647.72,1,"[0.908266959967138, 0.091733040032862]"
548,France,Female,33,1,80107.83,2,0,1,82245.67,0,"[0.7275048741425976, 0.27249512585740243]"
686,France,Female,43,0,0.0,1,1,1,170072.9,0,"[0.8131716718246667, 0.18682832817533332]"
634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1,"[0.5461477441154248, 0.45385225588457523]"
559,Spain,Male,34,0,0.0,1,1,0,182988.94,0,"[0.7860700516412928, 0.21392994835870718]"
745,France,Female,28,6,0.0,2,1,0,154389.18,0,"[0.9376944881363944, 0.06230551186360551]"
574,Spain,Male,36,3,0.0,2,1,1,8559.66,0,"[0.790334498310756, 0.20966550168924403]"
686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0,"[0.8378685209891926, 0.1621314790108074]"
659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0,"[0.32841121626809866, 0.6715887837319013]"
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0,"[0.6322632789727285, 0.36773672102727156]"
568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0,"[0.815704724397147, 0.184295275602853]"
741,France,Male,38,9,0.0,2,1,0,14379.01,0,"[0.9108858939023131, 0.08911410609768688]"
598,Germany,Male,53,10,167772.96,1,1,1,136886.86,0,"[0.6482457061356257, 0.35175429386437423]"
640,France,Male,44,3,137148.68,1,1,0,92381.01,0,"[0.6970013295619014, 0.3029986704380986]"
599,Spain,Male,36,4,0.0,2,0,0,13210.56,0,"[0.8096287408678026, 0.19037125913219743]"
738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1,"[0.8413377179320137, 0.15866228206798627]"
573,Spain,Male,44,9,0.0,2,1,0,107124.17,0,"[0.8027218157076623, 0.19727818429233768]"
677,France,Female,58,1,90022.85,1,0,1,2988.28,0,"[0.5767792893717664, 0.42322071062823363]"
700,France,Female,27,6,137963.07,1,0,0,8996.79,0,"[0.8657137747220436, 0.13428622527795644]"
458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0,"[0.600118663984697, 0.39988133601530296]"
645,France,Female,37,1,0.0,2,1,1,68987.55,0,"[0.8199183739711664, 0.18008162602883354]"
583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0,"[0.7407604906847998, 0.2592395093152002]"
721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,"[0.6440779669832075, 0.3559220330167925]"
595,Germany,Male,30,9,130682.11,2,1,1,57862.88,0,"[0.8329715575960006, 0.16702844240399942]"
638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0,"[0.7928844352484773, 0.20711556475152273]"
826,France,Female,49,0,0.0,1,0,0,178709.98,1,"[0.8563190021850084, 0.1436809978149916]"
564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0,"[0.7330826069122555, 0.26691739308774454]"
598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0,"[0.8353173801958499, 0.16468261980415014]"
584,France,Male,35,3,146311.58,1,1,1,105443.47,0,"[0.7326386856618214, 0.26736131433817856]"
625,Spain,Female,57,7,0.0,1,0,0,84106.17,1,"[0.6967636541962599, 0.3032363458037402]"
796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0,"[0.8830500905427059, 0.11694990945729412]"
674,France,Female,42,9,0.0,2,1,0,4292.72,0,"[0.8564621837841363, 0.14353781621586367]"
645,France,Female,36,8,0.0,2,1,1,12096.61,1,"[0.8716642664708989, 0.1283357335291011]"
775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,"[0.8462993970997615, 0.1537006029002385]"
538,France,Female,38,8,88758.95,2,0,0,28226.15,1,"[0.7311033493803087, 0.26889665061969126]"
664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0,"[0.8023895520154624, 0.19761044798453767]"
663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0,"[0.7836011652325527, 0.2163988347674472]"
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,"[0.4950147912648114, 0.5049852087351886]"
675,France,Female,34,10,84944.58,1,0,0,146230.63,0,"[0.8845099005760358, 0.11549009942396415]"
776,France,Female,31,2,0.0,2,1,1,112349.51,0,"[0.9222874868403399, 0.07771251315966009]"
802,France,Female,60,3,92887.06,1,1,0,39473.63,1,"[0.7099314161632179, 0.29006858383678213]"
806,France,Male,34,5,113958.55,1,0,1,32125.98,0,"[0.8984615176704579, 0.1015384823295421]"
670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0,"[0.8115427005428253, 0.18845729945717465]"
527,France,Male,47,1,0.0,1,1,0,21312.16,1,"[0.6172946528634741, 0.38270534713652593]"
487,France,Female,53,10,89550.85,1,0,1,90076.85,0,"[0.5818199225236191, 0.41818007747638086]"
518,France,Male,46,3,0.0,2,1,0,76515.79,0,"[0.6661528640333253, 0.3338471359666747]"
537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,"[0.6561037585447493, 0.34389624145525066]"
577,France,Male,36,3,121092.47,2,0,1,143783.46,0,"[0.7466512474430802, 0.25334875255691974]"
659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0,"[0.8440025069929671, 0.15599749300703292]"
700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0,"[0.8626178288576932, 0.13738217114230675]"
689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0,"[0.5833314556471745, 0.4166685443528255]"
655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0,"[0.8588308316343283, 0.14116916836567175]"
561,France,Male,43,4,0.0,4,0,0,18522.91,1,"[0.7394175743772183, 0.26058242562278167]"
660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0,"[0.8812304087256492, 0.11876959127435087]"
581,France,Female,27,5,102258.11,2,1,0,194681.6,0,"[0.8389343677361989, 0.1610656322638011]"
739,France,Male,37,7,104960.46,1,0,1,80883.82,0,"[0.8765623937004495, 0.12343760629955043]"
623,France,Male,45,0,0.0,1,1,0,196533.72,1,"[0.7575181195251255, 0.24248188047487448]"
675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,"[0.8593201683289853, 0.14067983167101475]"
657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0,"[0.8081841259195893, 0.1918158740804107]"
594,France,Male,35,2,0.0,2,1,0,103480.69,0,"[0.8149983793906442, 0.18500162060935577]"
662,France,Female,32,4,133950.37,1,1,1,48725.68,1,"[0.8133322588204447, 0.1866677411795553]"
633,Spain,Female,46,3,0.0,2,1,0,120250.58,0,"[0.7655339353323012, 0.2344660646676988]"
684,Spain,Female,36,4,0.0,1,1,0,117038.96,0,"[0.8678637335375526, 0.13213626646244736]"
540,Spain,Male,39,2,0.0,2,1,0,81995.92,0,"[0.7355361988382638, 0.2644638011617361]"
758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,"[0.8356618842193732, 0.16433811578062685]"
539,France,Male,38,5,0.0,2,1,0,47388.41,0,"[0.7723497169527678, 0.22765028304723228]"
695,France,Male,29,5,0.0,2,1,1,6770.44,0,"[0.9097304195716038, 0.09026958042839621]"
625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,"[0.7191011025139861, 0.28089889748601393]"
843,France,Female,27,5,0.0,2,1,1,67494.23,0,"[0.9559001410149893, 0.044099858985010676]"
802,Spain,Male,40,4,0.0,2,1,1,81908.09,0,"[0.9100416669328102, 0.08995833306718982]"
617,France,Male,40,5,190008.32,2,1,1,107047.92,0,"[0.7165819999272299, 0.28341800007277007]"
505,France,Male,49,7,80001.23,1,0,0,135180.11,0,"[0.6217088709747909, 0.37829112902520917]"
768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1,"[0.8870209105479514, 0.11297908945204861]"
